OBJECTID,DATA_DATE,ROUTE_COMM,HTRIS_ID,ROUTE_ALIA,START_LABE,END_LABEL,ADT,ADT_QUALIT,PERCENT_4_,PERCENT_BU,PERCENT_TR,PERCENT__1,PERCENT__2,PERCENT__3,CLASS_QUAL,K_FACTOR,K_FACTOR_Q,DIRECTION_,AAWDT,AAWDT_QUAL,LOC_COMP_D,ROUTE_FROM,FROM_JURIS,ROUTE_TO_M,TO_JURISDI,PEAK_SINGL,PEAK_COMBI,DATA_CUSTO,METADATA_U,ROUTE_NAME,EVENT_SOUR,EVENT_LOCA,EVENT_COMP,MAXIMUMSCA,ROUTE_CO_1,DATA_YEARO,Shape_STLength__,Shape_Length
2626,19-JUN-07,SC-1710N (Bedford County),  0901710,09-1710 Somerset Dr,09-1711 Shasta Lane,09-1712 Colby Dr,540,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.1,Bedford County,0.44,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01710NB,788192,1,1,48000,SC-1710N (Bedford County) - ADT 540,2007,705.27400494,0.00596076932403507
2627,10-JAN-05,SC-737N (Montgomery County),  6000737,60-737 Thomas Lane,Dead End,0.15 MN Dead End,60,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.15,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00737NB,754046,1,1,48000,SC-737N (Montgomery County) - ADT 60,2005,393.91036261,0.00290501111348459
2628,26-AUG-09,SC-1963E (Roanoke County),  8001963,80-1963 Summerset Circle,Cul-de-Sac,80-1962 Summerset Dr,110,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.07,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01963EB,767226,1,1,24000,SC-1963E (Roanoke County) - ADT 110,2009,162.20338087,0.00139485529105787
2629,14-DEC-07,SC-1045N (Montgomery County),  6001045,60-1045 Briggs Rd,60-1046 Kirk Hollow Rd,60-690 Kirk Hollow Rd,300,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.13,Montgomery County,0.21,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC01045NB,754173,1,1,48000,SC-1045N (Montgomery County) - ADT 300,2007,159.63141961,0.00132390069354713
2630,07-OCT-09,SC-1613N (Roanoke County),  8001613,80-1613 Hastings Rd,80-1601 Pinevale Rd,80-1615 Willetta Dr,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.2,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01613NB,766734,1,1,24000,SC-1613N (Roanoke County) - ADT 80,2009,421.47237386,0.0030145744856529
2631,20-MAY-10,SC-612N (Botetourt County),  1100612,11-612 Shiloh Dr,Dead End,11-692 Shiloh Church Rd,40,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.4,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00612NB,706854,1,1,48000,SC-612N (Botetourt County) - ADT 40,2010,696.04472682,0.00512581795481164
2632,03-APR-12,SC-696E (Floyd County),  3100696,31-696 Penn Ave,WCL Floyd,"SR 8, North Locust St",580,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.78,Floyd County,2.09,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00696EB,737644,1,1,48000,SC-696E (Floyd County) - ADT 580,2012,611.86693955,0.00546816797238426
2633,27-NOV-06,SC-1180E (Roanoke County),  8001180,80-1180 Fresh Meadow Lane,Cul-de-Sac,80-1181 Cloverleaf Circle,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.12,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01180EB,766321,1,1,24000,SC-1180E (Roanoke County) - ADT 100,2006,235.9514292,0.00196105757720983
2634,23-SEP-11,SC-999E (Franklin County),  3300999,33-999 Old Plantation Rd,Dead End,33-641 Callaway Rd,130,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.32,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00999EB,738816,1,1,48000,SC-999E (Franklin County) - ADT 130,2011,644.26939887,0.00559338194578564
2635,22-JUN-11,SC-1481E (Franklin County),  3301481,33-1481 North Church Dr,Cul-de-Sac,33-1482 Cambridge Court,160,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.38,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01481EB,739163,1,1,48000,SC-1481E (Franklin County) - ADT 160,2011,762.05534928,0.00641298942432222
2636,31-AUG-10,SC-9039N (Bedford County),  0909039,09-9039 Schooldays Rd,SR 122 Big Island Hwy,Cul-de-Sac,1200,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.34,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC09039NB,706631,1,1,48000,SC-9039N (Bedford County) - ADT 1200,2010,718.09048354,0.0055885540960326
2637,20-JUL-10,SC-735N (Bedford County),  0900735,09-735 Rock Cliff Rd,09-731 Chestnut Fork Rd,SR 24 Shingle Block Rd,550,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,3.8,Bedford County,5.1,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00735NB,705941,1,1,48000,SC-735N (Bedford County) - ADT 550,2010,2683.65531426,0.0198279623067865
2638,2012,BUS US-460E   (6 Bedford),C6US00460,"Bus US 460, VA 43 E Main St",South St,SR 43 Otey St,6700,G,98.127,0.419,0.566,0.482,0.405,0,F,0.0947,X,0.5579,7300,G,Bidirectional,1.35,City of Bedford,1.42,City of Bedford,0.13542,0.01326,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00460EBBUS006,605061,1,1,1600000,BUS US-460E   (6 Bedford) - ADT 6700,2012,133.25158149,0.00116965753261578
2639,27-MAY-09,SC-1429N (Roanoke County),  8001429,80-1429 Tully Dr,"80-1430 S, Neil Dr","80-1430 N, Neil Dr",220,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.09,Roanoke County,0.34,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01429NB,766530,1,1,24000,SC-1429N (Roanoke County) - ADT 220,2009,508.1025609,0.00421812541333164
2640,09-APR-07,SC-1127N (Botetourt County),  1101127,11-1127 Antietam Hill Rd,11-673 OHara Dr,11-1128 Summit Ridge Rd,600,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.25,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01127NB,791336,1,1,48000,SC-1127N (Botetourt County) - ADT 600,2007,504.48606452,0.00397260016387698
2641,06-OCT-11,SC-607N (Franklin County),  3300607,33-607 Providence Church Rd,33-764 Carver Lee Rd,33-762 Providence Church Rd,370,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,4.55,Franklin County,7.23,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00607NB,738159,1,1,48000,SC-607N (Franklin County) - ADT 370,2011,5237.32889234,0.0409755372031964
2642,04-APR-08,SC-709E (Floyd County),  3100709,31-709 Morning Dew Lane,Blue Ridge Pkwy,31-615 Haycock Rd,10,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,2.2,Floyd County,4.1,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00709EB,737670,1,1,48000,SC-709E (Floyd County) - ADT 10,2008,3367.82786198,0.0274344353973887
2643,29-JUL-09,SC-1325N (Roanoke County),  8001325,80-1325 Sorrell Lane,80-1327 Shelby Dr,80-1315 Bridle Lane,140,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.23,Roanoke County,0.38,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01325NB,766429,1,1,24000,SC-1325N (Roanoke County) - ADT 140,2009,288.43559383,0.00227230385012542
2644,16-JUL-07,SC-1608E (Bedford County),  0901608,09-1608 Field Brook Place,Cul-de-Sac,09-811 Thomas Jefferson Rd,200,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.15,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01608EB,706592,1,1,24000,SC-1608E (Bedford County) - ADT 200,2007,286.51511893,0.00243033373610061
2645,2012,SC-625N (Botetourt County),  1100625,11-625 Pico Rd,SCL Buchanan,11-617 Schoolhouse Rd,680,N,95.482,2.973,0.772,0.695,0.078,0,N,0.1111,N,0.6282,710,N,Bidirectional,2.83,Botetourt County,3.2,Botetourt County,0.82992,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00625NB,403931,1,1,200000,SC-625N (Botetourt County) - ADT 680,2012,750.16434979,0.00573373373349005
2646,11-JUN-07,SC-1150N (Bedford County),  0901150,09-1150 Kenmar Dr,09-1151 Lois Court,Cul-de-Sac,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.26,Bedford County,0.58,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01150NB,783511,1,1,48000,SC-1150N (Bedford County) - ADT 80,2007,666.59825977,0.00552528006146735
2647,29-JUL-09,SC-1331N (Roanoke County),  8001331,80-1331 Sugarloaf Dr,Dead End,80-1315 Bridle Lane,90,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.09,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01331NB,766437,1,1,24000,SC-1331N (Roanoke County) - ADT 90,2009,168.10794599,0.00136486516773716
2648,13-NOV-06,SC-691N (Roanoke County),  8000691,80-691 Dawnwood Rd,80-732 Shaver Rd,80-690 Poage Valley Rd,220,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.14,Roanoke County,1.41,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00691NB,765724,1,1,48000,SC-691N (Roanoke County) - ADT 220,2006,568.86202897,0.00457472286651391
2649,02-APR-08,SC-731N (Floyd County),  3100731,31-731 Chestnut Ridge Rd,31-729 Wills Ridge Rd,Dead End,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Floyd County,0.45,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00731NB,737724,1,1,48000,SC-731N (Floyd County) - ADT 30,2008,652.22728343,0.00531118891254336
2650,12-MAR-08,SC-663N (Craig County),  2200663,22-663 Gravel Hill Rd,SR 42 WEST,SR 42 EAST,10,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Craig County,0.7,Craig County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA022SC00663NB,719808,1,1,48000,SC-663N (Craig County) - ADT 10,2008,1416.55588715,0.0112904672602587
2651,09-SEP-09,SC-1379E (Roanoke County),  8001379,80-1379 Foxhall Circle,80-1378,Dead End,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.02,Roanoke County,0.1,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01379EB,766490,1,1,24000,SC-1379E (Roanoke County) - ADT 30,2009,61.38873282,0.000549428680642415
2652,10-JAN-08,SC-1238N (Montgomery County),  6001238,60-1238 Cherry Lane,60-1234 Pleasant View Circle,Dead End,440,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.47,Montgomery County,0.49,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC01238NB,754230,1,1,24000,SC-1238N (Montgomery County) - ADT 440,2008,19.74551487,0.000163532996930363
2653,17-DEC-09,SC-1044N (Botetourt County),  1101044,11-1044 Commons Pkwy,Cul-de-Sac,US 220 Roanoke Rd,2000,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.31,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01044NB,786007,1,1,48000,SC-1044N (Botetourt County) - ADT 2000,2009,592.30504809,0.00484935786276642
2654,29-JUL-11,SC-643N (Franklin County),  3300643,33-643 Adney Gap,33-745 Dillons Mill Rd,0.54 MN 33-745,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,15.17,Franklin County,15.71,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00643NB,738243,1,1,48000,SC-643N (Franklin County) - ADT 80,2011,1041.51887181,0.00933079792030307
2655,25-OCT-06,SC-774N (Roanoke County),  8000774,80-774 Creekside Dr,80-1175 Green Hill Dr,80-638 Creekside Dr,300,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.93,Roanoke County,0.95,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00774NB,765836,1,1,48000,SC-774N (Roanoke County) - ADT 300,2006,26.73767228,0.000211624661622825
2656,11-APR-07,SC-1082N (Botetourt County),  1101082,11-1082 Mallard Dr,11-1080 Deer Trak,11-1083 Fox Fire,90,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.08,Botetourt County,0.19,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01082NB,707370,1,1,24000,SC-1082N (Botetourt County) - ADT 90,2007,247.46500502,0.00181355889469089
2657,13-JUL-11,SC-1601E (Franklin County),  3301601,33-1601 Easy St,Dead End,33-1602 Boon St,150,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.23,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01601EB,739203,1,1,48000,SC-1601E (Franklin County) - ADT 150,2011,540.58553413,0.00417452572918011
2658,31-MAY-07,SC-1555E (Bedford County),  0901555,09-1555 Highview Dr,09-823 Timberwood Lane,Dead End,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.19,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01555EB,706529,1,1,48000,SC-1555E (Bedford County) - ADT 100,2007,403.75361967,0.00331033756345826
2659,2012,SC-660N (Bedford County),  0900660,09-660 Hawkins Mill Rd,09-621 Cottontown Rd,09-1220 Mill Acres Dr,3300,G,99.043,0.444,0.472,0.028,0.014,0,C,0.1076,F,0.6382,3500,G,Bidirectional,0,Bedford County,1.25,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00660NB,403395,1,1,200000,SC-660N (Bedford County) - ADT 3300,2012,2661.69207222,0.0209218205839466
2660,22-JUL-09,SC-1780N (Roanoke County),  8001780,80-1780 Pogges Mill Dr,80-694 Twelve OClock Knob Rd,Dead End,270,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.67,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01780NB,766969,1,1,48000,SC-1780N (Roanoke County) - ADT 270,2009,1333.77238431,0.0105685552808445
2661,2012,I-81S,  IS00081S,I-81 SB,"SR 8 Riner Rd; Main St",SCL Christiansburg,45000,G,74.161,0.712,0.886,0.834,21.761,1.659,F,0.0758,X,0.5566,45000,G,Master Non-Prime,114.95,Montgomery County,114.98,Montgomery County,0.13038,0.94371,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   IS00081SB,120035,1,1,4000000,I-81S - ADT 45000,2012,104.8122701,0.000938726686263743
2662,19-MAY-10,SC-1062E (Botetourt County),  1101062,11-1062 Grimes St,11-1061 Stayman Rd,Cul-de-Sac,180,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.16,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01062EB,707342,1,1,24000,SC-1062E (Botetourt County) - ADT 180,2010,318.51343226,0.0028242211351286
2663,18-SEP-09,SC-1751E (Roanoke County),  8001751,80-1751 Pheasant Run Circle,Dead End,80-1752 Penguin Dr,160,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.08,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01751EB,766935,1,1,24000,SC-1751E (Roanoke County) - ADT 160,2009,161.66074928,0.00142239382128871
2664,2012,VA-115N,  SR00115,VA 115 Plantation Rd,80-834 Crestland Dr,US 11 Lee Highway,9800,F,96.923,0.476,0.86,0.458,1.24,0.056,F,0.0994,F,0.5442,10000,F,Master Prime,4.907,Roanoke County,5.05,Roanoke County,0.07057,0.14612,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00115NB,666216,1,2,400000,VA-115N - ADT 9800,2012,296.76739388,0.00226567363515111
2665,10-JAN-08,SC-677N (Montgomery County),  6000677,60-677 Currin Lane,Dead End,60-658 Meadow Creek Rd,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.5,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00677NB,753978,1,1,48000,SC-677N (Montgomery County) - ADT 100,2008,388.51190214,0.00304776480309753
2666,12-JUN-09,SC-1893N (Roanoke County),  8001893,80-1893 Goodland Ave,80-1913 Trevillian Rd,80-1892 Storington Rd,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.12,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01893NB,767139,1,1,24000,SC-1893N (Roanoke County) - ADT 70,2009,249.84028287,0.00179982002983198
2667,26-OCT-11,SC-1405E (Franklin County),  3301405,33-1405 Sunnyfield Court,Cul-de-Sac,Cul-de-Sac,60,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.1,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01405EB,786291,1,1,48000,SC-1405E (Franklin County) - ADT 60,2011,183.33752472,0.00155990728808576
2668,24-JUN-09,SC-1896E (Roanoke County),  8001896,80-1896 Magnolia Rd,"80-1869 E, Capito St",80-1853 McKinney St,310,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.12,Roanoke County,0.18,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01896EB,767145,1,1,24000,SC-1896E (Roanoke County) - ADT 310,2009,128.44479757,0.00115027474554002
2669,27-NOV-06,SC-787N (Roanoke County),  8000787,80-787 Lee Rd,80-640 Alleghany Dr,Dead End,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.5,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00787NB,765856,1,1,24000,SC-787N (Roanoke County) - ADT 70,2006,679.63462026,0.00510657522267399
2670,20-JAN-10,SC-794E (Botetourt County),  1100794,11-794 Wendover Rd,US 220 Roanoke Rd,11-795 Orchard Dr,490,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.06,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00794EB,707197,1,1,24000,SC-794E (Botetourt County) - ADT 490,2010,131.84604696,0.00113643406442427
2671,04-OCT-11,SC-603N (Franklin County),  3300603,33-603 Philpott Rd,33-894 Johnson Hill Rd,0.60 MN 33-894,230,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.38,Franklin County,1.98,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00603NB,738152,1,1,48000,SC-603N (Franklin County) - ADT 230,2011,1154.83847996,0.00950441077358945
2672,19-MAY-10,SC-744E (Botetourt County),  1100744,11-744 Pine Crest Rd,US 220 Botetourt Rd,Dead End,110,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.1,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00744EB,707125,1,1,48000,SC-744E (Botetourt County) - ADT 110,2010,252.24431316,0.00195735467385065
2673,02-JUN-10,SC-680N (Bedford County),  0900680,09-680 Patterson Mill Rd,Urban Boundary,09-681 Cobbs Mountain Rd,460,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,4.64,Bedford County,7.54,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00680NB,705810,1,1,48000,SC-680N (Bedford County) - ADT 460,2010,5824.04629195,0.0467449951062462
2674,2012,SC-652E (Botetourt County),  1100652,11-652 Mountain Pass Rd,US 11 Lee Highway,ECL Troutville,730,G,99.113,0.412,0.38,0.032,0.063,0,F,0.1123,F,0.5882,760,G,Bidirectional,0,Botetourt County,0.05,Botetourt County,0.10556,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00652EB,403534,1,1,200000,SC-652E (Botetourt County) - ADT 730,2012,95.44992531,0.000761921311790042
2675,03-JAN-05,SC-734N (Montgomery County),  6000734,60-734 Natures Waye Rd,60-785 Catawba Rd,Dead End,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.2,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00734NB,754043,1,1,48000,SC-734N (Montgomery County) - ADT 70,2005,456.07092845,0.00340220114698383
2676,2012,I-81N,  IS00081N,I-81 NB,SR 419 Electric Rd,"I-581, US 220",67000,A,81.493,0.654,0.839,0.824,15.084,1.115,C,0.0983,A,0.5152,68000,A,Master Prime,141.79,Roanoke County,144.27,Roanoke County,0.18186,1.14421,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   IS00081NB,20396,1,1,4000000,I-81N - ADT 67000,2012,5235.84597996,0.0445388599035602
2677,12-AUG-09,SC-615N (Roanoke County),  8000615,80-615 Webb Rd,0.64 MW of County Line,"US 220 S, Franklin Rd",100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.64,Roanoke County,1,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00615NB,765585,1,1,24000,SC-615N (Roanoke County) - ADT 100,2009,763.63147864,0.00597472531322733
2678,04-JAN-08,SC-628N (Montgomery County),  6000628,60-628 Dry Run  Rd,60-785 Catawba Rd,1.70 MN 60-785,20,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,1.7,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00628NB,753893,1,1,48000,SC-628N (Montgomery County) - ADT 20,2008,3247.56479113,0.0260497698083077
2679,12-JAN-05,SC-760N (Montgomery County),  6000760,60-760 Dominion Dr,"60-661 Dominion Dr; Chrisman Mill Rd",SR 114 Peppers Ferry Blvd,230,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.31,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00760NB,754074,1,1,24000,SC-760N (Montgomery County) - ADT 230,2005,583.62761022,0.00477245339176362
2680,08-NOV-06,SC-612E (Roanoke County),  8000612,80-612 Poor Mountain Rd,80-916 Forest Fire Trail,1.04 MS 80-916,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,7.58,Roanoke County,8.62,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00612EB,765570,1,1,48000,SC-612E (Roanoke County) - ADT 70,2006,1696.37602889,0.0132222246471575
2681,2012,UR-6E (City of Roanoke), 12800006,128-6 Wells Ave,Gainsborough Rd NW,Jefferson St,5000,F,95.501,0.543,1.888,1.06,1.014,0.007,F,0.1149,F,0.639,5300,F,Bidirectional,0.03,City of Roanoke,0.22,City of Roanoke,0.32057,0.04136,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA128UR00006EB,666801,1,1,400000,UR-6E (City of Roanoke) - ADT 5000,2012,258.98450964,0.00232335799563754
